Название,ID,Детальная картинка,Детальное описание,Минимальная цена,Рейтинг
4320-8101010-01 (ДВ250) AL Отопитель в сборе,14592,http://agregatekb.ru/upload/iblock/6d8/6d85bab93b83865d89b7e771a2d1fc22.jpg,4320-8101010-01 (ДВ250) AL Отопитель в сборе,9150,
4308Ш-1301010 4308Ш-1301010 Радиатор охлаждения 3-х рядный медно-латунный а/м Камского автозавода (ШААЗ),14593,http://agregatekb.ru/upload/iblock/c22/c221d86208d6f34208701b6adf9bc2ff.jpg,"Наименование: 4308Ш-1301010 Технология изготовления: традиционная Исполнение: медно-латунное Конструкция: трубчато-ленточная Рядность: 3 Теплоотдача, кВт (ккал/ч): 102,79 (88400) Емкость, л: 8 Габариты (д*ш*в), мм: 742х157,5х822 Масса, кг: 24.5 Применение: автомобили Камского автозавода, модель 4308 Н3 с двигателем Cummins (Р4) ISBe 185л.с.",22708,3.2
4308А-8101060 Радиатор отопителя для а/м Камского автозавода алюминиевый 2-х рядный (аналог 5320-8101060) (ШААЗ),14594,http://agregatekb.ru/upload/iblock/bf3/bf32d36a56dce2dd859bc8770f3e945f.jpg,"4308А -8101060 Радиатор отопителя алюминиевый (аналог 5320-8101060) Наименование: 4308А-8101060 Технология изготовления: NOCOLOK Исполнение: алюминиевое Конструкция: трубчато-ленточная Рядность: 2 Теплоотдача, кВт (ккал/ч): 9,3 (8000) Емкость, л: 0,8 Габариты (д*ш*в), мм: 456х119,5х184 Масса, кг: 1,4 Применение: автомобили Камского автозавода, модель 5320 и ее модификации.",3350,
"43085А-1172010 ОНВ 1-но рядный алюминиевый, автомобили Камского автозавода с двигателем Cummins, модели -4308, 43118, 43253, 43501, 5308, 65115, 6520, 6540 (ШААЗ)",14595,http://agregatekb.ru/upload/iblock/f3d/f3de3d14cec576b4296b50fe422d93f4.jpg,"Наименование: 43085А-1172010 Технология изготовления: NOCOLOK Исполнение: алюминиевое Конструкция: трубчато-ленточная Рядность: 1 Габариты д*ш*в, мм: 922х312х619 Масса, кг: 15 Марка: автомобили Камского автозавода с двигателем Cummins, модели -4308, 43118, 43253, 43501, 5308, 65115, 6520, 6540 Дополнительно: 4308, 4308 автобус дв. Cummins 4ISBe 185, 6ISBe 210, 6ISBe4 210В, 6ISBe 245 4308, 5308, 53082 дв. Cummins 6ISBe4 245 4308-Н3 дв. Cummins 4ISBe 185 43118, 432697 дв. Cummins ISB6.7-300 43253, 43255 дв. Cummins 4ISBe4 185, ISBe4, 5е5 185, 6ISBe 210 43253, 43255, 4308-А3 дв. Cummins 6ISBe 210…285 43501 дв. Cummins ISB6.7-275 43502, 43502 с кондиционером дв. Cummins ISB6.7-250 5308 дв. Cummins 6ISBe 285 53605, 6520 дв. Cummins 6ISBe 285, 300 53605, 6520, 65115, 65116, 65117, 43255, 43253 дв. Cummins 6ISBe 300, 6ISBe4 245-grundfos 65115, 65116, 65117, 6540 дв. Cummins 6ISBe 285, 6ISBe 300 65115, 65116, 65117, 43255, 43253 дв. Cummins 6ISBe 300, 6ISBe4 245, ISBe6,7е5 250",26168,3.2
"4238А-1172010-01 ОНВ (КАВЗ 4238, 4235)",14598,http://agregatekb.ru/upload/iblock/91f/91f69a33f1226cd870afd9ffa67a3b63.jpg,"4238А-1172010-01 ОНВ (КАВЗ 4238, 4235)",26365,3.3
"4238-1301010 Радиатор водяной медно-латунный 3-х рядный (КАВЗ 4238, 4235) ШААЗ",14599,http://agregatekb.ru/upload/iblock/163/1631f26458a5284f9983ca0512c2e746.jpg,"Артикул: 4238-1301010 Технология изготовления: традиционная Исполнение: медно-латунное Конструкция: трубчато-ленточная Рядность: 3 Теплоотдача, кВт (ккал/ч): 127,9 (110000) Емкость, л: 8.5 Габариты (д*ш*в), мм: 643х172х817 Масса, кг: 22 Применение: автобусы КАвЗ-4238, 4235 с двигателями ЯМЗ-5346, Cummins 6ISBe160, 210",28222,3.2
4230-1013010 Радиатор масляный,14600,http://agregatekb.ru/upload/iblock/0c9/0c95bd652b117493d24d09dddc1afd8a.jpg,4230-1013010 Радиатор масляный,3880,
Отопитель в сборе 377-8101010-20,14603,http://agregatekb.ru/upload/iblock/336/336e4d99b0a860085bf908b8b71435f7.jpg,Отопитель в сборе 377-8101010-20,9430,
3741Ш-1301010-05 УАЗ 2-х ряд.Радиатор охлаждения,14604,http://agregatekb.ru/upload/iblock/bf0/bf0b759a019a6754e7347ba03b9bd1f7.jpg,3741Ш-1301010-05 УАЗ 2-х ряд.Радиатор охлаждения,8830,
3741-1301010-04 (3-ряд) Радиатор водяной УАЗ,14605,http://agregatekb.ru/upload/iblock/986/9867c35b3053fefabb4758b2bb49179f.jpg,3741-1301010-04 (3-ряд) Радиатор водяной УАЗ,10000,
33104ш-1301010 Радиатор водяной (ШААЗ) 3 ряд.,14607,http://agregatekb.ru/upload/iblock/10d/10d05c0eaf644d5e4860b32b0a0c6bca.jpg,33104ш-1301010 Радиатор водяной на Валдай (ШААЗ) 3 ряд.,15902,3.2
"3309Ш-1301010 Радиатор водяной медно-латунный 3-х рядный ГАЗ-3309, -33081 Евро-4 (ШААЗ)",14609,http://agregatekb.ru/upload/iblock/02a/02abac2ee8c6721e1ced34d3368ac371.jpg,"Наименование: 3309Ш-1301010 Технология изготовления: традиционная Исполнение: медно-латунное Конструкция: трубчато-ленточная Рядность: 3 Теплоотдача, кВт (ккал/ч): 69,77 (60000) Емкость, л: 7 Габариты (д*ш*в), мм: 713х124х609,5 Масса, кг: 15 Применяемость: а/м ГАЗ-3309, -33081 с двигателем ММЗ Евро 4",14683,3.2
"33081А-1172010 ОНВ автомобили ГАЗ-3308, -3309 с двигателем ММЗ Д-245.7 (ШААЗ)",14610,http://agregatekb.ru/upload/iblock/216/216eded34643eabb076fd9f76c16bfc8.jpg,"Наименование: охладитель наддувочного воздуха (ОНВ) 33081А-1172010 Технология NOCOLOK Материал радиатора: алюминий Конструкция сердцевины: трубчато-ленточная Рядность: 1 ряд Габариты д*ш*в, мм: 965х110х328 Масса, кг: 5,5 Применяется: автомобили ГАЗ-3308, -3309 с двигателем ММЗ Д-245.7 Производитель: АО ШААЗ",8623,3.3
3307-1301010-91 Радиатор водяной ГАЗ 3309 Е3 дв. 245 3-х ряд,14616,http://agregatekb.ru/upload/iblock/39d/39ddedb47ac4ade274b88f365a76cfbd.jpg,3307-1301010-91 Радиатор водяной ГАЗ 3309 Е3 дв. 245 3-х ряд,12400,
3302А-1301010 Газель 2 ряд.(дв.CUMMINS),14617,http://agregatekb.ru/upload/iblock/f67/f6752a454c5f70fa64a17d39894e0210.jpg,3302А-1301010 Газель 2 ряд.(дв.CUMMINS) А073.02.000-21 по алпас,8994,3.2
33027Ш-1301010 (Шадринск) Газель-БИЗНЕС (2 ряд).,14618,http://agregatekb.ru/upload/iblock/f62/f62e677c198d5b32be090ad56cad0f45.jpg,33027Ш-1301010 (Шадринск) Газель-БИЗНЕС (2 ряд).,7020,
"330242А-1301010 Радиатор системы охлаждения 1-но рядный алюминиевый для ГАЗ-3302 ""ГАЗель"", технология NOCOLOK (ШААЗ)",14619,http://agregatekb.ru/upload/iblock/c8f/c8f36aae627e7ac5fbef6f285e9ab606.jpg,"Наименование: 330242А-1301010 Технология изготовления: NOCOLOK Исполнение: алюминиевое Конструкция: трубчато-ленточная Рядность: 1 Теплоотдача, кВт (ккал/ч): 75 (64650) Емкость, л: 2.7 Габариты (д*ш*в), мм: 626x60x440 Масса, кг: 3.4 Марка а/м: ГАЗ Модель а/м: ГАЗель с 1999г. Двигатель: ЗМЗ-4063, УМЗ-4216, УМЗ-4215",5059,3.22
"330242.1301010-30 Радиатор системы охлаждения 2-х рядный медно-латунный для ГАЗ-3302 ""ГАЗель"", ""Соболь"" с двиг. Штайер (Оренбург)",14620,http://agregatekb.ru/upload/iblock/d86/d866380c999b6abb8885f05937172a51.jpg,"Артикул: 330242.1301010-30 Радиатор водяной системы охлаждения 2-х рядный медно-латунный Применение: автомобиль ГАЗ-3302 ""ГАЗель"", ""Соболь"" с двигателем Штайер (Shteyr) Технология изготовления: трубчато-ленточная Производитель: ""Оренбургский радиатор""",7559,3.44
330242.1301.010-32 Радиатор системы охлаждения 2-х рядный медно-латунный для ГАЗель с двиг. Крайслер (Оренбург),14621,http://agregatekb.ru/upload/iblock/ec5/ec5e35fb7acfec7bf9af44a7c1c49471.jpg,"330242.1301.010-32 Радиатор системы охлаждения 2-х рядный медно-латунный для автомобиля ГАЗель с двигателем Крайслер. Производитель: ""Оренбургский радиатор"" Характеристики: Материал изготовления: медь, латунь Технология изготовления: паяная трубчато-ленточная Теплоотдача, кВт: 58,4 Скорость воздуха перед радиатором, м/с: 6",7565,3.3
ГБ330242.1301.000-32 Радиатор водяной 3-х рядный медно-латунный ГАЗель-Бизнес (Оренбург),14622,http://agregatekb.ru/upload/iblock/889/8892e765204caa91d679283a1f672e6f.jpg,"Артикул: ГБ330242.1301.000-32 Радиатор системы охлаждения водяной медно-латунный 3-х рядный Применение: автомобиль ""Газель""-БИЗНЕС",7444,3.19
"330242.1301.000-31 Радиатор водяной медно-латунный 2-х рядный, без отверстия под датчик (Оренбург)",14623,,"330242.1301.000-31 Радиатор водяной медно-латунный 2-х рядный (без отверстия под датчик), теплоотдача +7% к требованию ОАО ""ГАЗ"". Применение: ГАЗ-3302 «ГАЗЕЛЬ» выпуска с 1999 г. Производитель: Оренбургский радиатор",6529,3.3
ГБ330242.1301.000-31 Радиатор водяной системы охлаждения 2-х рядный медно-латунный для ГАЗель-Бизнес (Оренбург),14624,http://agregatekb.ru/upload/iblock/cee/ceeadfc89df871634e3066fea5d227ec.jpg,"Артикул: ГБ330242.1301.000-31 Радиатор водяной системы охлаждения Рядность: 2-х рядный Материал изготовления: медно-латунный Технология изготовления: трубчато-ленточная Применение: автомобиль ГАЗель-Бизнес Производитель: ""Оренбургский радиатор""",7073,3.35
"330242-1301010-01 Радиатор системы охлаждения 2-х рядный медно-латунный (универсальный) ГАЗ-3302 ""ГАЗель"" (ШААЗ)",14626,http://agregatekb.ru/upload/iblock/96b/96b5297e2b0b960afa13cbcf5809c416.jpg,"Наименование: 330242-1301010-01 Технология изготовления: традиционная Исполнение: медно-латунное Конструкция: трубчато-ленточная Рядность: 2 Теплоотдача, кВт (ккал/ч): 45 (38700) Емкость, л: 3 Габариты (д*ш*в), мм: 648х102х441 Масса, кг: 6.8 Марка а/м: ГАЗ Модель автомобиля: ГАЗ-3302 ""ГАЗель"" с 1999 г.в.",6542,3.3
4230-1301010 радиатор вод.(ПАЗ с двиг. Аврора),14642,http://agregatekb.ru/upload/iblock/536/5365397ea97291c433b0350baa870cc1.jpg,4230-1301010 радиатор вод.(ПАЗ с двиг. Аврора),36250,
324-8101010-10 Отопитель КАВЗ ( 24 В),14644,http://agregatekb.ru/upload/iblock/f44/f4438384fcc521fcbb8bb04a3a2933cd.jpg,324-8101010-10 Отопитель КАВЗ ( 24 В),9050,
324-8101010 Отопитель КАВЗ (12В.),14645,http://agregatekb.ru/upload/iblock/09e/09e58c8989558b5ef834aa4f61997d49.jpg,324-8101010 Отопитель КАВЗ (12В.),9050,
321-1301010-Г Радиатор водяной 3 ряд.,14646,http://agregatekb.ru/upload/iblock/358/3583db3a08aaf2265b1bde3ce6407c2c.jpg,321-1301010-Г Радиатор водяной 3 ряд.,27120,
3205-1301010-20 Радиатор водяной ПАЗ (дв.CUMMINS),14647,http://agregatekb.ru/upload/iblock/1b3/1b3907894ed7f4f9cd8443e101e09c07.jpg,3205-1301010-20 Радиатор водяной ПАЗ (дв.CUMMINS),18484,3.3
3205-1301010-02 Радиатор водяной (универсальный),14648,http://agregatekb.ru/upload/iblock/7c5/7c53fd9e181f74b538fe6b04a3a80ec1.jpg,3205-1301010-02 Радиатор водяной (универсальный),19130,
